MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Alamada (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00732492MN,Construction of Flood Mitigation Structure,2023,23MD0046," ?4,950,000.00 "," ?4,900,499.99 ",3/29/2023,Llaban Construction & Supply (Formerly: Llaban Con,,,1,2/22/2023,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Alamada (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00833595MN,Construction of Flood Mitigation Structure,2024,24MD0028," ?4,950,000.00 "," ?4,920,000.00 ",4/22/2024,Llaban Construction & Supply (Formerly: Llaban Con,,,1,2/7/2024,Kidapawan City
Mindanao,Region XII,Cotabato,South Cotabato (Second Legislative District),Pikit (Cotabato (North Cotabato)),South Cotabato 2nd District Engineering Office,P00734412MN,Construction of Flood Mitigation Structure,2023,23MG0040," ?9,900,000.00 "," ?9,900,000.00 ",9/7/2023,Akv Builders And Construction Supplies,,,1,5/9/2023,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (Third Legislative District),M'Lang (Cotabato (North Cotabato)),Cotabato 3rd District Engineering Office,P00820101MN,Construction of Flood Mitigation Structure,2024,24MI0029," ?86,850,000.00 "," ?86,849,999.38 ",12/5/2024,Jargon Construction & Supply,,,1,2/19/2024,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (Second Legislative District),Arakan (Cotabato (North Cotabato)),Cotabato 2nd District Engineering Office,P00820193MN,Construction of Dike,2024,24MC0037," ?34,300,000.00 "," ?34,299,999.54 ",9/10/2024,Llaban Construction & Supply (Formerly: Llaban Con,,,1,2/20/2024,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (Third Legislative District),Carmen (Cotabato (North Cotabato)),Cotabato 3rd District Engineering Office,P00820095MN,Construction of Flood Mitigation Structure,2024,24MI0062," ?96,500,000.00 "," ?96,345,472.96 ",12/9/2024,Marcus Construction & Supply,,,1,3/25/2024,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Midsayap (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00620274MN,Construction of Flood Mitigation Structure,2022,22MD0057," ?49,000,000.00 "," ?48,949,154.29 ",12/5/2022,Must Enterprises,,,1,2/2/2022,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Midsayap (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00721448MN,Construction of Flood Mitigation Structure,2023,23MD0044," ?93,219,000.00 "," ?92,286,809.99 ",1/29/2024,Llaban Construction & Supply (Formerly: Llaban Con , Rns Construction Engineering,,2,2/22/2023,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Midsayap (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00721449MN,Construction of Flood Mitigation Structure,2023,23MD0043," ?57,900,000.00 "," ?57,324,045.23 ",9/27/2023,"Gemma Construction Supply, Inc.(Formerly:Gemma Con",,,1,3/24/2023,Kidapawan City
Mindanao,Region XII,Cotabato,Cotabato (First Legislative District),Midsayap (Cotabato (North Cotabato)),Cotabato 1st District Engineering Office,P00833593MN,Construction of Drainage Structure,2024,24MD0054," ?4,950,000.00 "," ?4,930,000.00 ",1/2/2025,Llaban Construction & Supply (Formerly: Llaban Con,,,1,8/30/2024,Kidapawan City
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maitum (Sarangani),Sarangani District Engineering Office,P00620185MN,Construction of Flood Mitigation Structure,2022,22ME0037," ?48,020,000.00 "," ?48,017,953.88 ",9/22/2022,J.G. Oranza Construction,,,1,2/16/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maitum (Sarangani),Sarangani District Engineering Office,P00620089MN,Construction of Flood Mitigation Structure,2022,22ME0072," ?86,850,000.00 "," ?86,849,785.36 ",1/25/2023,"Jdrc Construction & Supplies, Corp.",,,1,2/24/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maitum (Sarangani),Sarangani District Engineering Office,P00620184MN,Construction of Flood Mitigation Structure,2022,22ME0033," ?49,000,000.00 "," ?48,999,481.86 ",3/28/2023,J.G. Oranza Construction,,,1,3/17/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maitum (Sarangani),Sarangani District Engineering Office,P00721660MN,Construction of Flood Mitigation Structure,2023,23ME0057," ?49,000,000.00 "," ?48,999,139.07 ",12/14/2023,Hi-Tone Construction & Development Corp. (Formerly,,,1,5/2/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maitum (Sarangani),Sarangani District Engineering Office,P00820203MN,Construction of Flood Mitigation Structure,2024,24ME0017," ?14,700,000.00 "," ?14,514,426.28 ",10/14/2024,Xiann Thirdrei Builders,,,1,4/9/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malungon (Sarangani),Sarangani District Engineering Office,P00620090MN,Construction of Flood Mitigation Structure,2022,22ME0031," ?96,500,000.00 "," ?96,464,665.61 ",5/5/2023,Hi-Tone Construction & Development Corp. (Formerly,,,1,2/24/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00620091MN,Construction of Flood Mitigation Structure,2022,22ME0070," ?96,500,000.00 "," ?96,408,812.01 ",5/4/2023,Vicente T. Lao Construction,,,1,2/24/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00620183MN,Construction of Flood Mitigation Structure,2022,22ME0032," ?29,400,000.00 "," ?29,399,996.68 ",10/3/2022,Silver Hammer Construction And Supplies,,,1,3/20/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00732494MN,Construction of Flood Mitigation Structure,2023,23ME0024," ?9,900,000.00 "," ?9,899,844.05 ",6/27/2023,Kurdz Construction,,,1,4/3/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00734033MN,Construction of Flood Mitigation Structure,2023,23ME0043," ?49,000,000.00 "," ?48,999,483.45 ",11/22/2023,Shepperd Construction And Supply,,,1,4/3/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00734406MN,Construction of Flood Mitigation Structure,2023,23ME0048," ?49,500,000.00 "," ?49,499,127.67 ",5/2/2024,Better Work Construction ," 3 K'S Industrial Maintenance And Services, Inc.",,2,4/3/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00721303MN,Construction of Flood Mitigation Structure,2023,23M00047," ?77,200,000.00 "," ?77,186,230.46 ",11/15/2023,Reydan Builders,,,1,4/5/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00733999MN,Construction of Flood Mitigation Structure,2023,23ME0053," ?77,200,000.00 "," ?77,199,980.12 ",3/12/2024,"Jdrc Construction & Supplies, Corp.",,,1,5/2/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00734000MN,Construction of Flood Mitigation Structure,2023,23ME0054," ?77,200,000.00 "," ?77,188,853.74 ",12/15/2023,J.G. Oranza Construction,,,1,5/2/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00734379MN,Construction of Flood Mitigation Structure,2023,23ME0056," ?99,000,000.00 "," ?98,981,162.22 ",6/3/2024,Vicente T. Lao Construction,,,1,5/2/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00721585MN,Construction of Flood Mitigation Structure,2023,23M00042," ?96,500,000.00 "," ?96,499,426.29 ",4/30/2024,Mrrm Trading & Construction , Salmega Builders,,2,7/11/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00721586MN,Construction of Flood Mitigation Structure,2023,23M00043," ?115,800,000.00 "," ?115,798,238.85 ",7/3/2024,"Gemma Construction Supply, Inc.(Formerly:Gemma Con",,,1,8/18/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00820200MN,Construction of Flood Mitigation Structure,2024,24ME0038," ?49,000,000.00 "," ?48,996,335.51 ",5/15/2024,Salmega Builders,,,1,2/13/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00820202MN,Construction of Flood Mitigation Structure,2024,24ME0005," ?49,000,000.00 "," ?48,889,616.12 ",7/29/2024,Yurusa Construction & Development Corp. , Edcl Construction And Supply,,2,2/13/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00820098MN,Construction of Flood Mitigation Structure,2024,24ME0003," ?96,500,000.00 "," ?96,499,943.24 ",12/11/2024,J.G. Oranza Construction,,,1,2/20/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00820099MN,Construction of Flood Mitigation Structure,2024,24ME0062," ?96,500,000.00 "," ?96,499,688.84 ",7/1/2024,Rfp Builders Construction And Supplies Corporation , Reydan Builders,,2,2/20/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00835802MN,Construction of Flood Mitigation Structure,2024,24ME0070," ?96,500,000.00 "," ?96,445,530.38 ",10/21/2024,J.G. Oranza Construction,,,1,4/5/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Alabel (Capital) (Sarangani),Sarangani District Engineering Office,P00833571MN,Construction of Flood Mitigation Structure,2024,24M00112," ?89,100,000.00 "," ?89,000,301.34 ",2/17/2025,J.G. Oranza Construction,,,1,5/27/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00620098MN,Construction of Flood Mitigation Structure,2022,22M00057,104171750,103138477.3,4/6/2023,Legacy Construction Corporation (Formerly: Legacy Construction),,,1,4/18/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00721305MN,Construction of Flood Mitigation Structure,2023,23M00049," ?115,800,000.00 "," ?104,667,981.50 ",11/26/2023,"Jdrc Construction & Supplies, Corp.",,,1,3/15/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00821094MN,Construction of Flood Mitigation Structure,2024,24ME0061," ?34,300,000.00 "," ?34,298,956.60 ",8/26/2024,Shepperd Construction And Supply,,,1,2/13/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00835804MN,Construction of Flood Mitigation Structure,2024,24ME0092," ?86,850,000.00 "," ?86,846,157.23 ",11/12/2024,Hi-Tone Construction & Development Corp. (Formerly,,,1,5/2/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00833570MN,Construction of Flood Mitigation Structure,2024,24M00111," ?99,000,000.00 "," ?98,999,858.70 ",11/21/2024,J.G. Oranza Construction,,,1,5/27/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Kiamba (Sarangani),Sarangani District Engineering Office,P00835806MN,Construction of Flood Mitigation Structure,2024,24ME0097," ?53,075,000.00 "," ?52,675,000.00 ",11/25/2024,"Ec Solicon Builders & Supply, Inc.",,,1,5/30/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Glan (Sarangani),Sarangani District Engineering Office,P00634141MN,Construction of Flood Mitigation Structure,2022,22ME0109," ?4,950,000.00 "," ?4,947,996.36 ",11/8/2022,Jaysabb Construction And Supply,,,1,6/14/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Glan (Sarangani),Sarangani District Engineering Office,P00634142MN,Construction of Flood Mitigation Structure,2022,22ME0125," ?4,950,000.00 "," ?4,844,775.59 ",8/7/2023,Verguz Construction,,,1,6/23/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Glan (Sarangani),Sarangani District Engineering Office,P00634140MN,Construction of Drainage Structure,2022,22ME0122," ?4,950,000.00 "," ?4,942,646.40 ",6/28/2023,Greco Construction And Supply,,,1,7/28/2022,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Glan (Sarangani),Sarangani District Engineering Office,P00721304MN,Construction of Flood Mitigation Structure,2023,23M00048," ?96,500,000.00 "," ?96,499,427.78 ",1/23/2024,Aaa Rock Construction Corporation (Formerly: Davao Rock Mixer Enterprises) ," Charifer Builders, Inc.",,2,4/5/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00734405MN,Construction of Drainage Structure,2023,23ME0049," ?4,950,000.00 "," ?4,949,593.99 ",8/22/2023,Silver Hammer Construction And Supplies,,,1,4/26/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00721584MN,Construction of Flood Mitigation Structure,2023,23M00171," ?101,325,000.00 "," ?101,285,746.93 ",3/12/2024,"Jdrc Construction & Supplies, Corp.",,,1,8/29/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00721306MN,Construction of Flood Mitigation Structure,2023,23M00045," ?96,500,000.00 "," ?96,480,601.49 ",4/15/2024,J.G. Oranza Construction,,,1,8/30/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00820201MN,Construction of Flood Mitigation Structure,2024,24ME0037," ?29,400,000.00 "," ?29,385,001.95 ",8/10/2024,Edcl Construction And Supply,,,1,2/13/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00835805MN,Construction of Flood Mitigation Structure,2024,24ME0080," ?96,500,000.00 "," ?96,497,759.33 ",11/20/2024,J.G. Oranza Construction,,,1,4/5/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Malapatan (Sarangani),Sarangani District Engineering Office,P00835888MN,Construction of Flood Mitigation Structure,2024,24ME0078," ?49,000,000.00 "," ?48,995,985.15 ",10/28/2024,"Escorr Builders And Traders, Inc.",,,1,4/5/2024,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maasim (Sarangani),Sarangani District Engineering Office,P00734407MN,Construction of Drainage Structure,2023,23ME0060," ?49,500,000.00 "," ?49,498,514.75 ",6/12/2024,Reydan Builders,,,1,5/8/2023,Alabel
Mindanao,Region XII,Sarangani,Sarangani (Legislative District),Maasim (Sarangani),Sarangani District Engineering Office,P00732496MN,Construction of Slope Protection Structure,2023,23ME0078," ?19,800,000.00 "," ?19,792,020.81 ",12/23/2024,The Trendsetter Construction And Supply Corp.,,,1,8/8/2023,Alabel
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00630613MN,Construction of Flood Mitigation Structure,2022,22MG0034," ?49,000,000.00 "," ?48,999,530.71 ",8/22/2022,Reydan Builders , Pase Construction,,2,2/18/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00630625MN,Construction of Flood Mitigation Structure,2022,22MG0006,," ?48,999,998.25 ",10/7/2022,Nirvana Construction & Supplies , Ffjj Construction,,2,2/18/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00620186MN,Construction of Flood Mitigation Structure,2022,22MG0009," ?39,200,000.00 "," ?39,184,361.82 ",10/19/2022,Better Work Construction,,,1,3/2/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00620187MN,Construction of Flood Mitigation Structure,2022,22MG0021," ?58,800,000.00 "," ?29,397,132.27 ",9/3/2022,Better Work Construction,,,1,3/2/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00630614MN,Construction of Flood Mitigation Structure,2022,22MG0021,," ?29,398,305.78 ",9/3/2022,Better Work Construction,,,1,3/2/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00620097MN,Construction of Flood Mitigation Structure,2022,22MG0013," ?70,866,705.00 "," ?70,866,458.53 ",12/29/2022,Abu Construction,,,1,3/4/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00721391MN,Construction of Flood Mitigation Structure,2023,23MG0023," ?39,200,000.00 "," ?24,499,823.52 ",8/18/2023,Better Work Construction , Manuela Construction Services,,2,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00721621MN,Construction of Flood Mitigation Structure,2023,23MG0023,," ?14,673,207.70 ",8/18/2023,Better Work Construction , Manuela Construction Services,,2,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00732164MN,Construction of Flood Mitigation Structure,2023,23MG0017," ?34,300,000.00 "," ?34,299,906.85 ",8/30/2023,Better Work Construction , Manuela Construction Services,,2,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00732169MN,Construction of Flood Mitigation Structure,2023,23MG0001,," ?24,442,424.42 ",8/7/2023,Reydan Builders,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00732094MN,Construction of Flood Mitigation Structure,2023,23MG0012," ?28,950,000.00 "," ?28,949,945.96 ",10/25/2023,Vys Construction,,,1,6/8/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00732095MN,Construction of Flood Mitigation Structure,2023,23MG0013," ?28,950,000.00 "," ?28,942,551.32 ",12/7/2023,Abu Construction,,,1,6/8/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00732163MN,Construction of Flood Mitigation Structure,2023,23MG0032," ?34,300,000.00 "," ?34,299,901.86 ",11/15/2023,Reydan Builders,,,1,6/8/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),City Of Koronadal (Capital) (South Cotabato),South Cotabato 2nd District Engineering Office,P00734378MN,Construction of Flood Mitigation Structure,2023,23M00231,," ?77,101,733.66 ",4/11/2024,Abu Construction,,,1,8/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Banga (South Cotabato),South Cotabato 2nd District Engineering Office,P00620251MN,Construction of Flood Mitigation Structure,2022,22M00072," ?101,325,000.00 "," ?80,668,846.82 ",12/29/2022,Amplex Construction And Supplies,,,1,3/14/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Banga (South Cotabato),South Cotabato 2nd District Engineering Office,P00721510MN,Construction of Flood Mitigation Structure,2023,23MG0030," ?27,440,000.00 "," ?27,439,788.25 ",8/29/2023,Alexander Builders,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Banga (South Cotabato),South Cotabato 2nd District Engineering Office,P00734377MN,Construction of Flood Mitigation Structure,2023,23M00231,," ?75,619,408.99 ",4/11/2024,Abu Construction,,,1,8/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Banga (South Cotabato),South Cotabato 2nd District Engineering Office,P00836194MN,Construction of Flood Mitigation Structure,2024,24MG0068," ?4,950,000.00 "," ?4,949,990.19 ",8/22/2024,Mr-B Construction Services,,,1,5/10/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00630624MN,Construction of Flood Mitigation Structure,2022,22MG0006," ?98,000,000.00 "," ?48,999,928.43 ",10/7/2022,Nirvana Construction & Supplies , Ffjj Construction,,2,2/18/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00721466MN,Construction of Flood Mitigation Structure,2023,23M00074," ?67,550,000.00 "," ?67,549,845.83 ",3/18/2024,Abu Construction,,,1,4/5/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00721508MN,Construction of Flood Mitigation Structure,2023,23MG0029," ?27,440,000.00 "," ?27,437,932.69 ",9/11/2023,Better Work Construction,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00721509MN,Construction of Flood Mitigation Structure,2023,23MG0010," ?34,300,000.00 "," ?34,299,868.03 ",10/10/2023,Palmares Construction & General Merchandise Corp. (Formerly: Palmares General Merchandise),,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00732167MN,Construction of Flood Mitigation Structure,2023,23MG0001," ?49,000,000.00 "," ?24,499,940.38 ",8/7/2023,Reydan Builders,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00732168MN,Construction of Flood Mitigation Structure,2023,23MG0034,," ?24,495,251.86 ",8/7/2023,Better Work Construction,,,1,4/17/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00734376MN,Construction of Flood Mitigation Structure,2023,23M00231," ?310,576,313.24 "," ?74,137,420.79 ",4/11/2024,Abu Construction,,,1,8/30/2023,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00820353MN,Construction of Flood Mitigation Structure,2024,24MG0065," ?29,915,000.00 "," ?29,785,008.72 ",9/11/2024,Reydan Builders,,,1,5/10/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00820355MN,Construction of Flood Mitigation Structure,2024,24MG0067," ?39,565,000.00 "," ?39,564,960.10 ",9/24/2024,Better Work Construction,,,1,5/10/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00821096MN,Construction of Flood Mitigation Structure,2024,24MG0063," ?39,201,960.00 "," ?38,420,216.71 ",10/12/2024,"Accelerated Metal Technology & Construction, Inc.",,,1,5/10/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Second Legislative District),Norala (South Cotabato),South Cotabato 2nd District Engineering Office,P00820354MN,Construction of Flood Mitigation Structure,2024,24MG0066," ?39,565,000.00 "," ?39,510,024.30 ",9/27/2024,Abu Construction,,,1,5/15/2024,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00620283MN,Construction of Revetment,2022,22MB0016," ?49,000,000.00 "," ?48,849,784.13 ",10/1/2022,Mj Tiongson Construction (Formerly: Mjt Builders) , Reydan Builders,,2,2/24/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00630528MN,Construction of Revetment,2022,22MB0022," ?62,725,000.00 "," ?62,723,813.21 ",9/10/2022,J.G. Oranza Construction,,,1,2/24/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00630529MN,Construction of Revetment,2022,22MB0023,91675000,88424895.91,9/17/2023,Legacy Construction Corporation (Formerly: Legacy Construction),,,1,2/24/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00630530MN,Construction of Revetment,2022,22MB0024," ?91,675,000.00 "," ?91,629,683.47 ",1/20/2023,J.G. Oranza Construction,,,1,2/24/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00631108MN,Construction of Drainage Structure,2022,22MB0027," ?4,950,000.00 "," ?4,914,570.50 ",8/9/2022,Vanvi Construction,,,1,2/24/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00620235MN,Construction of Revetment,2022,22MB0013," ?86,850,000.00 "," ?86,848,180.34 ",11/17/2022,Llaban Construction & Supply (Formerly: Llaban Con , Taj Builders And Supply,,2,3/29/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00620238MN,Construction of Revetment,2022,22MB0014," ?96,500,000.00 "," ?96,498,596.33 ",11/29/2022,J.G. Oranza Construction,,,1,3/29/2022,Koronadal City
Mindanao,Region XII,South Cotabato,South Cotabato (Third Legislative District),General Santos City (Dadiangas) (South Cotabato),South Cotabato 1st District Engineering Office,P00631109MN,Construction of Drainage Structure,2022,22MB0028," ?4,950,000.00 "," ?4,587,878.27 ",8/8/2022,"Hanna Via Construction, Inc. (Formerly:Hanna Via Design & Construction)",,,1,3/29/2022,Koronadal City
